,"Đen, Trắng, Vàng",Apple A12 Bionic (7 nm),,,https://didongthongminh.vn/ipad-10-2-2020-32gb-4g-wi-fi,iPad Gen 8 10.2″ 2020 32GB 4G/Wifi – Chính Hãng Apple Việt Nam,,,,"11,690,000 VND",3 GB,"HDR, panorama, 8.0 MP",,"32 GB, 128GB",,Retina IPS LCD 10.2 inch,,,,,,
,"Xanh lục, Bạc, Hồng, Xám, Xanh Dương",Apple A14 Bionic (5 nm),"7 MP, f/2.0, 31mm (standard)",,https://didongthongminh.vn/ipad-air-4-10-9-64gb-wifi-2020-chinh-hang,iPad Air 4 10.9 64GB Wi-Fi 2020,,,,"14,950,000 VND",,"12 MP, f/1.8, (wide), 1/3"", 1.22µm, dual pixel PDAF",,64 GB,,Liquid Retina IPS LCD 10.9 inches 1640 x 2360 pixels,,,,,,
,"Đen, Trắng, Vàng",Apple A12 Bionic (7 nm),,,https://didongthongminh.vn/ipad-gen-8-10-2-2020-128gb-wi-fi,iPad Gen 8 10.2″ 2020 128GB Wi-Fi,,,,"10,790,000 VND",3 GB,"HDR, panorama, 8.0 MP",,128GB,,Retina IPS LCD 10.2 inch,,,,,,
,"Đen, Trắng, Vàng",Apple A10 Fusion,,,https://didongthongminh.vn/ipad-gen-7-2019-10-2-32gb-wifi-moi-chinh-hang,iPad Gen 7 2019 10.2″ 32GB Wifi mới chính hãng,,,,"7,890,000 VND",3 GB,8.0 MP,,32 GB,,10.2 inches IPS LCD,,,,,,
,"Đen, Trắng, Vàng",Apple A10 Fusion,,,https://didongthongminh.vn/ipad-gen-7-2019-10-2-128gb-wifi-moi-chinh-hang,iPad Gen 7 2019 10.2″ 128GB Wifi mới chính hãng,,,,"10,390,000 VND",3 GB,8.0 MP,,128GB,,10.2 inches IPS LCD,,,,,,
,"Đen, Trắng, Vàng",Apple A12 Bionic (7 nm),,,https://didongthongminh.vn/ipad-gen-8-10-2-2020-128gb-4g-wifi-chinh-hang-apple-viet-nam,iPad Gen 8 10.2″ 2020 128GB 4G/Wifi – Chính Hãng Apple Việt Nam,,,,"14,590,000 VND",3 GB,"HDR, panorama, 8.0 MP",,128GB,,Retina IPS LCD 10.2 inch,,,,,,
,"Xanh lá cây, Bạc, Hồng, Xám, Xanh Dương",Apple A14 Bionic (5 nm),"7 MP, f/2.0, 31mm (standard)",,https://didongthongminh.vn/ipad-air-4-10-9-64gb-moi-wifi-4g,iPad Air 4 10.9 64GB Wifi/4G 2020 – Chính hãng,,,,"17,990,000 VND",,"12 MP, f/1.8, (wide), 1/3"", 1.22µm, dual pixel PDAF",,64 GB,,Liquid Retina IPS LCD 10.9 inches 1640 x 2360 pixels,,,,,,
,"Đen, Trắng",Apple A7,,,https://didongthongminh.vn/ipad-air-32gb-4g-wifi-moi-tran,iPad Air 32Gb (4G + Wifi) Mới trần,,,,"5,190,000 VND",1 GB,5.0 MP,,32 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng",Apple A5,,,https://didongthongminh.vn/ipad-2-wifi-3g-moi-nguyen-seal-chua-kh-p1552,iPad 2 Cũ 16GB (Only Wifi) – Pin cực trâu,,,,"1,200,000 VND",512 MB,0.7 MP,,16 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Đen, Trắng, Vàng",Apple A10 Fusion,,,https://didongthongminh.vn/ipad-2018-cu-32g-4g-wifi-troi-bao-hanh-moi-tran,iPad 2018 32GB (4G + Wifi) mới trần,,,,"7,590,000 VND",2 GB,8.0 MP,,32 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Trắng, Vàng, Xám",Apple A8X,,,https://didongthongminh.vn/ipad-air-2-4g-wifi-16gb-cu-qsd-99-p1261,iPad Air 2 16Gb Cũ (4G + Wifi),,,,"4,790,000 VND",2 GB,8.0 MP,,16 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng, Vàng",Apple A9,,,https://didongthongminh.vn/ipad-gen-6-2017-cu-99-4g-wifi-p2308,iPad 2017 32Gb Cũ (4G + Wifi),,,,"5,990,000 VND",2 GB,8.0 MP,,32 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng, Vàng",Apple A10 Fusion,,,https://didongthongminh.vn/ipad-2018-32gb-cu-4g-wifi,iPad 2018 Cũ 32G (4G + Wifi),,,,"6,690,000 VND",2 GB,8.0 MP,,32 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng, Vàng",Apple A8,,,https://didongthongminh.vn/ipad-mini-4-16gb-cu-only-wifi,iPad Mini 4 16GB Cũ Only Wifi,,,,"5,190,000 VND",2 GB,8.0 MP,,16 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Đen, Trắng, Vàng",Apple A7,,,https://didongthongminh.vn/ipad-mini-34g-wifi-cu-qsd-p1257,iPad Mini 3 16Gb Cũ Nguyên Bản (4G + Wifi),,,,"4,390,000 VND",1 GB,5.0 MP,,16 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Đen, Trắng",Apple A7,,,https://didongthongminh.vn/ipad-air-4g-wifi-cu-qsd-like-new-p1262,iPad Air 16Gb Cũ (4G + Wifi),,,,"4,590,000 VND",1 GB,5.0 MP,,16 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Trắng, Vàng, Xám",Apple A12 Bionic (7 nm),"7 MP, f/2.2, 31mm (standard)",,https://didongthongminh.vn/ipad-mini-5-64gb-wifi-moi-chinh-hang,iPad Mini 5 2019 64GB Wifi Chính Hãng,,,,"9,590,000 VND",3 GB,"8 MP, f/2.4, 32mm (standard), 1.12µm, AF",,64 GB,,"7.9 inches, 193.3 cm2 (~70.6% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",,,,,,
,"Đen, Trắng, Vàng",Apple A8X,,,https://didongthongminh.vn/ipad-air-2-32gb-cu-wifi,iPad Air 2 32GB Cũ Wifi,,,,"5,490,000 VND",2 GB,8.0 MP,,32 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Đen, Hồng, Trắng, Vàng",Apple A9X,,,https://didongthongminh.vn/ipad-pro-97-4g-wfi-likenew-99-p2086,iPad Pro 9.7 32Gb Cũ (4G/ Wifi) Nguyên Bản,,,,"6,690,000 VND",2 GB,12 MP,,32 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng, Vàng",Apple A9,,,https://didongthongminh.vn/ipad-gen-5-32gb-cu-4g-wifi,iPad Gen 5 32Gb Cũ (4G + Wifi),,,,"6,290,000 VND",2 GB,8.0 MP,,32 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Trắng, Vàng, Xám",Apple A14 Bionic (5 nm),"7 MP, f/2.2, 31mm (standard)",,https://didongthongminh.vn/ipad-mini-6-chinh-hang-apple,iPad Mini 6 Chính hãng Apple,,,,0 VND,6GB,"8 MP, f/2.4, 32mm (standard), 1.12µm, AF",,128 GB,,"Liquid Retina IPS LCD 8.4""",,,,,,
,"Đen, Trắng",Apple A5,,,https://didongthongminh.vn/ipad-mini-1-cu-wifi-only-p1968,iPad Mini 1 Cũ 32GB (Only Wifi),,,,"2,390,000 VND",512 MB,5.0 MP,,32 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Đen, Trắng",Apple A7,,,https://didongthongminh.vn/ipad-mini-2-32gb-cu,iPad Mini 2 32Gb Cũ (4G + Wifi),,,,"4,090,000 VND",1 GB,5.0 MP,,32 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Đen, Trắng",Apple A6X,1.2 MP,,https://didongthongminh.vn/ipad-4-16gb-cu-likenew,iPad 4 16G Cũ 4G + Wifi,,,,"2,790,000 VND",1 GB,5.0 MP,,16 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Đen, Trắng, Vàng",Apple A12 Bionic (7 nm),,,https://didongthongminh.vn/ipad-102-moi-32g-4g-2019,iPad 10.2 2019 32GB mới trần đã active (4G/Wifi),,,,"8,190,000 VND",3 GB,"HDR, panorama, 8.0 MP",,"32 GB, 128GB",,Retina IPS LCD 10.2 inch,,,,,,
,"Trắng, Vàng, Xám",Apple A12 Bionic (7 nm),"7 MP, f/2.2, 31mm (standard)",,https://didongthongminh.vn/ipad-mini-5-64gb-cu-4g-wifi-dep-nhu-moi,iPad Mini 5 64GB Cũ (4G + wifi) Đẹp như mới,,,,"9,990,000 VND",3 GB,"8 MP, f/2.4, 32mm (standard), 1.12µm, AF",,64 GB,,"7.9 inches, 193.3 cm2 (~70.6% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",,,,,,
,"Đen, Trắng, Vàng",Apple A10 Fusion,1.2MP,,https://didongthongminh.vn/ipad-2018-cu-128gb-4g-wifi,iPad 2018 Cũ 128G (4G + Wifi),,,,"8,090,000 VND",2 GB,8.0 MP,,128GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Hồng, Trắng, Vàng",Apple A10X Fusion,7 MP,,https://didongthongminh.vn/ipad-pro-10-5-cu-512gb-4g-wifi,iPad Pro 10.5 Cũ 512GB (4G + Wifi),,,,"9,900,000 VND",4 GB,12 MP,,64 GB,,"IPS LCD, 10.5"" 1668 x 2224 pixels",,,,,,
,"Đen, Trắng, Vàng",Apple A10 Fusion,,,https://didongthongminh.vn/ipad-10-2-2019-32gb-wifi-4g-moi-chinh-hang,iPad 10.2 2019 32GB (Wifi + 4G) mới chính hãng,,,,"10,790,000 VND",3 GB,8.0 MP,,32 GB,,10.2 inches IPS LCD,,,,,,
,"Đen, Trắng, Vàng",Apple A8,,,https://didongthongminh.vn/ipad-mini-4-64gb-cu-only-wifi,iPad Mini 4 64GB Cũ Only Wifi,,,,"6,390,000 VND",2 GB,8.0 MP,,64 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Xanh lục, Bạc, Hồng, Xám, Xanh Dương",Apple A15 (Dự Kiến),"7 MP, f/2.0, 31mm (standard)",,https://didongthongminh.vn/ipad-air-5-chinh-hang-apple,iPad Air 5 2021 Chính hãng Apple,,,,0 VND,,"12 MP, f/1.8, (wide), 1/3"", 1.22µm, dual pixel PDAF",,64 GB,,Liquid Retina IPS LCD 10.9 inches 1640 x 2360 pixels,,,,,,
,"Đen, Trắng",Apple A5,,,https://didongthongminh.vn/ipad-2-cu-16gb-only-wifi-tan-trang,iPad 2 16GB Wifi Tân Trang Cũ,,,,"1,250,000 VND",512 MB,0.7 MP,,16 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Bạc, Xám",Apple A12Z Bionic,"7 MP, f/2.2",,https://didongthongminh.vn/ipad-pro-12-9-2020-128gb-wifi-hang-chinh-hang,iPad Pro 12.9 2020 128GB Wifi – Hàng chính hãng,,,,"25,500,000 VND",6GB,"12 MP, f/1.8, (wide), 1/3"", 1.22µm, dual pixel PDAF 10 MP, f/2.4, 11mm (ultrawide) TOF 3D LiDAR scanner (depth)",,"1 TB, 128 GB, 256 GB, 512 GB",,"12.9 inches, IPS LCD capacitive touchscreen, 16M colors",Không hỗ trợ,,,,,
,"Bạc, Xám",Apple A12Z Bionic,"7 MP, f/2.2",,https://didongthongminh.vn/ipad-pro-128gb-2020-hang-chinh-hang,iPad Pro 12.9 2020 128GB 4G +Wifi – Hàng chính hãng,,,,"29,500,000 VND",6GB,"12 MP, f/1.8, (wide), 1/3"", 1.22µm, dual pixel PDAF 10 MP, f/2.4, 11mm (ultrawide) TOF 3D LiDAR scanner (depth)",,"1 TB, 128 GB, 256 GB, 512 GB",,"12.9 inches, IPS LCD capacitive touchscreen, 16M colors",1 SIM,,,,,
,"Đen, Trắng, Vàng",Apple A8,,,https://didongthongminh.vn/ipad-mini-4-128g-cu-4g-wifi,iPad Mini 4 128GB Cũ 4G + wifi,,,,"6,790,000 VND",2 GB,8.0 MP,,128 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Trắng, Vàng, Xám",Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-cu,iPad Air 2 64Gb Cũ (4G + Wifi),,,,"6,390,000 VND",2 GB,8.0 MP,,64 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Trắng, Vàng, Xám",Apple A12 Bionic (7 nm),"7 MP, f/2.2, 31mm (standard)",,https://didongthongminh.vn/ipad-air-3-10-5-64gb-wifi-2019-moi-chinh-hang,iPad Air 3 10.5″ 2019 64GB Wifi mới chính hãng,,,,"12,290,000 VND",3 GB,"8 MP, f/2.4, 31mm (standard), 1.12µm, AF",,64 GB,,"10.5 inches, 341.4 cm2 (~78.3% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",,,,,,
,"Đen, Trắng, Vàng",Apple A10 Fusion,,,https://didongthongminh.vn/ipad-2019-cu-32gb,iPad 10.2 2019 32GB (4G + Wifi),,,,"8,590,000 VND",3 GB,8.0 MP,,32 GB,,10.2 inches IPS LCD,,,,,,
,"Trắng, Vàng, Xám",Apple A12 Bionic (7 nm),"7 MP, f/2.2, 31mm (standard)",,https://didongthongminh.vn/ipad-air-3-cu-64gb-wifi-4g-2019,iPad Air 3 10.5 64GB cũ (Wifi + 4G),,,,"12,590,000 VND",3 GB,"8 MP, f/2.4, 31mm (standard), 1.12µm, AF",,64 GB,,"10.5 inches, 341.4 cm2 (~78.3% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",,,,,,
,"Đen, Hồng, Trắng, Vàng",Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-32gb-cu-only-wif,iPad Pro 9.7 32Gb Cũ (Only Wifi),,,,"5,990,000 VND",2 GB,12 MP,,32 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng, Vàng",Apple A8X,,,https://didongthongminh.vn/ipad-air-2-128gb-cu-only-wifi,iPad Air 2 128GB Cũ Only Wifi,,,,"6,290,000 VND",2 GB,8.0 MP,,128 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Bạc, Xám",Apple A12Z Bionic,"7 MP, f/2.2",,https://didongthongminh.vn/ipad-pro-11-2020,iPad Pro 11 2020,,,,"26,000,000 VND",6GB,"12 MP, f/1.8, (wide), 1/3"", 1.22µm, dual pixel PDAF 10 MP, f/2.4, 11mm (ultrawide) TOF 3D LiDAR scanner (depth)",,"1 TB, 128 GB, 256 GB, 512 GB",,"11.0 inches, IPS LCD capacitive touchscreen, 16M colors",,,,,,
,"Trắng, Vàng, Xám",Apple A12 Bionic (7 nm),"7 MP, f/2.2, 31mm (standard)",,https://didongthongminh.vn/ipad-mini-5-64gb-wifi-4g-2019-moi-tran,iPad Mini 5 64GB (4G/Wifi) trôi bảo hành mới trần,,,,"10,690,000 VND",3 GB,"8 MP, f/2.4, 32mm (standard), 1.12µm, AF",,64 GB,,"7.9 inches, 193.3 cm2 (~70.6% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",,,,,,
,"Đen, Hồng, Trắng, Vàng",Apple A10X Fusion,7 MP,,https://didongthongminh.vn/ipad-pro-10-5-64gb-moi-cpo-only-wifi,iPad Pro 10.5 64GB Mới CPO ( Only Wifi ),,,,"12,290,000 VND",4 GB,12 MP,,64 GB,,"IPS LCD, 10.5"" 1668 x 2224 pixels",,,,,,
,"Đen, Hồng, Trắng, Vàng",Apple A10X Fusion,7 MP,,https://didongthongminh.vn/ipad-pro-10-5-64gb-cu-4g,iPad Pro 10.5 Cũ 64GB (4G + Wifi),,,,"8,990,000 VND",4 GB,12 MP,,64 GB,,"IPS LCD, 10.5"" 1668 x 2224 pixels",,,,,,
,"Đen, Trắng",Apple A7,,,https://didongthongminh.vn/ipad-mini-2-16gb-p1259,iPad Mini 2 16Gb Cũ (4G + Wifi),,,,"3,590,000 VND",1 GB,5.0 MP,,16 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Trắng, Vàng, Xám",Apple A8X,,,https://didongthongminh.vn/ipad-air-2-128gb-cu-4g-wifi,iPad Air 2 128GB Cũ 4G + Wifi,,,,"7,090,000 VND",2 GB,8.0 MP,,128 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng",Apple A7,,,https://didongthongminh.vn/ipad-mini-2-32gb-cu-only-wifi,iPad Mini 2 32GB Cũ Only Wifi,,,,"3,490,000 VND",1 GB,5.0 MP,,32 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Đen, Trắng, Vàng",Apple A7,,,https://didongthongminh.vn/ipad-mini-3-16gb-cu-only-wifi,iPad Mini 3 16GB Cũ Only Wifi,,,,"4,090,000 VND",1 GB,5.0 MP,,16 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Đen, Hồng, Trắng, Vàng",Apple A10X Fusion,7 MP,,https://didongthongminh.vn/ipad-pro-10-5-64gb-4g-chinh-hang,iPad Pro 10.5 64GB (Wifi + 4G) mới chính hãng,,,,"18,990,000 VND",4 GB,12 MP,,64 GB,,"IPS LCD, 10.5"" 1668 x 2224 pixels",,,,,,
,"Bạc, Xám",Apple A12X Bionic (7 nm),"7 MP, f/2.2, 32mm (standard)",,https://didongthongminh.vn/ipad-pro-11-2018-64gb-4g-wifi-moi-chinh-hang,iPad Pro 11 inch 2018 64GB (Wifi + 4G) mới chính hãng,,,,"23,190,000 VND",4 GB,"12 MP, f/1.8, 1/3"", PDAF",,64 GB,,"LED-backlit IPS LCD, capacitive touchscreen, 16M colors",,,,,,
,"Đen, Trắng, Vàng",Apple A10 Fusion,,,https://didongthongminh.vn/ipad-2018-32gb-only-wifi-moi-chinh-hang,iPad 2018 32GB (Only Wifi) mới chính hãng,,,,"7,190,000 VND",2 GB,8.0 MP,,32 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Trắng, Vàng, Xám",Apple A12 Bionic (7 nm),"7 MP, f/2.2, 31mm (standard)",,https://didongthongminh.vn/ipad-air-3-10-5-256gb-wifi-4g-2019-moi-chinh-hang,iPad Air 3 10.5 256GB (Wifi + 4G) 2019 mới chính hãng,,,,"19,490,000 VND",3 GB,"8 MP, f/2.4, 31mm (standard), 1.12µm, AF",,256 GB,,"10.5 inches, 341.4 cm2 (~78.3% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",,,,,,
,"Đen, Trắng, Vàng",Apple A8,,,https://didongthongminh.vn/ipad-mini-4-chinh-hang-16gb-4g-wifi,iPad Mini 4 16GB (Wifi + 4G) mới chính hãng,,,,"9,590,000 VND",2 GB,8.0 MP,,16 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Trắng, Vàng, Xám",Apple A12 Bionic (7 nm),"7 MP, f/2.2, 31mm (standard)",,https://didongthongminh.vn/ipad-mini-5-256gb-wifi-4g-2019-moi-chinh-hang,iPad Mini 5 256GB (Wifi + 4G) 2019 mới chính hãng,,,,"17,490,000 VND",3 GB,"8 MP, f/2.4, 32mm (standard), 1.12µm, AF",,256 GB,,"7.9 inches, 193.3 cm2 (~70.6% screen-to-body ratio), LTPS IPS LCD capacitive touchscreen, 16M colors",,,,,,
,"Đen, Trắng",Apple A6X,1.2 MP,,https://didongthongminh.vn/ipad-4-64gb-3g-wifi-troi-bao-hanh-moi-tran,iPad 4 64GB (3G/Wifi) Trôi bảo hành mới trần,,,,"4,690,000 VND",1 GB,5.0 MP,,64 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Đen, Trắng, Vàng",Apple A10 Fusion,,,https://didongthongminh.vn/ipad-2018-32g-wifi-moi-chua-active-fullbox,iPad 2018 32GB (Only Wifi) mới chưa active,,,,"7,090,000 VND",2 GB,8.0 MP,,32 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng",Apple A6X,1.2 MP,,https://didongthongminh.vn/ipad-4-32gb-3g-wifi-troi-bao-hanh-moi-tran,iPad 4 32GB (3G/Wifi) Trôi bảo hành mới trần,,,,"4,290,000 VND",1 GB,5.0 MP,,32 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Đen, Trắng",Apple A6X,1.2 MP,,https://didongthongminh.vn/ipad-4-16g-3g-wifi-troi-bao-hanh-moi-tran,iPad 4 16GB (3G/Wifi) Trôi bảo hành mới trần,,,,"3,890,000 VND",1 GB,5.0 MP,,16 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Đen, Trắng, Vàng",Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-4g-wifi-troi-bao-hanh-moi-tran,iPad Air 2 64GB (4G/Wifi) trôi bảo hành mới trần,,,,"7,690,000 VND",2 GB,8.0 MP,,64 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Đen, Trắng, Vàng",Apple A8X,,,https://didongthongminh.vn/ipad-air-2-32gb-4g-wifi-troi-bao-hanh-moi-tran,iPad Air 2 32GB (4G/Wifi) trôi bảo hành mới trần,,,,"7,290,000 VND",2 GB,8.0 MP,,32 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Đen, Trắng, Vàng",Apple A8,,,https://didongthongminh.vn/ipad-mini-4-cu-p1737,iPad Mini 4 16Gb Cũ (4G + Wifi),,,,"5,590,000 VND",2 GB,8.0 MP,,16 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Đen, Hồng, Trắng, Vàng",Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-128gb-moi-da-kich-hoat-4g-wifi,iPad Pro 9.7 128Gb mới trần đã kích hoạt ( 4G/ Wifi ),,,,"9,290,000 VND",2 GB,12 MP,,128 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Đen, Hồng, Trắng, Vàng",Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-cu-128gb-4g-wifi,iPad Pro 9.7 128GB Cũ ( 4G/ Wifi ),,,,"7,990,000 VND",2 GB,12 MP,,128 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng, Vàng",Apple A8X,,,https://didongthongminh.vn/ipad-air-2-64gb-moi-cpo-4g-wifi,iPad Air 2 64GB Mới CPO (4G + Wifi),,,,"7,990,000 VND",2 GB,8.0 MP,,"16 GB, 32 GB, 64 GB, 128 GB",,"IPS LCD, 9.7"", HD",,,,,,
,"Đen, Hồng, Trắng, Vàng",Apple A10X Fusion,7 MP,,https://didongthongminh.vn/ipad-pro-10-5-64gb-moi-da-kich-hoat,iPad Pro 10.5 64GB Mới Đã Kích Hoạt ( 4G/ Wifi ),,,,"12,690,000 VND",4 GB,12 MP,,64 GB,,"IPS LCD, 10.5"" 1668 x 2224 pixels",,,,,,
,"Đen, Hồng, Trắng, Vàng",Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-moi-da-kich-hoat-4g-wifi,iPad Pro 9.7 32Gb Mới Trần Đã Kích Hoạt ( 4G/ Wifi ),,,,"8,090,000 VND",2 GB,12 MP,,32 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Đen, Trắng",Apple A7,,,https://didongthongminh.vn/ipad-air-4gwifi-fullbox-trung-bay-p1401,iPad Air 16Gb Mới (4G + Wifi),,,,"6,090,000 VND",1 GB,5.0 MP,,16 GB,,"IPS LCD, 9.7"", HD",,,,,,
,"Đen, Hồng, Trắng, Vàng",Apple A10X Fusion,7 MP,,https://didongthongminh.vn/ipad-pro-10-5-64gb-moi-da-kich-hoat-only-wifi,iPad Pro 10.5 64GB Mới Đã Kích Hoạt ( Only Wifi ),,,,"11,290,000 VND",4 GB,12 MP,,64 GB,,"IPS LCD, 10.5"" 1668 x 2224 pixels",,,,,,
,"Đen, Trắng",Apple A7,,,https://didongthongminh.vn/ipad-air-16gb-cu-only-wifi,iPad Air 16GB Cũ Only Wifi,,,,"3,890,000 VND",1 GB,5.0 MP,,16 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng",Apple A7,,,https://didongthongminh.vn/ipad-mini-2-16gb-cu-only-wifi,iPad Mini 2 16GB Cũ Only Wifi,,,,"3,090,000 VND",1 GB,5.0 MP,,16 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Đen, Trắng, Vàng",Apple A8,,,https://didongthongminh.vn/ipad-mini-4-32gb-cu-4g-wifi,iPad Mini 4 32GB Cũ (4G + Wifi),,,,"6,090,000 VND",2 GB,8.0 MP,,32 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,Đen / Xanh / Đỏ,,,,https://didongthongminh.vn/kep-ipad-may-tinh-bang-baseus-tren-o-to,Kẹp iPad Máy Tính Bảng Baseus Trên Ô Tô,,,,"250,000 VND",,,,,,,,,,,,
,"Đen, Hồng, Trắng, Vàng",Apple A9X,,,https://didongthongminh.vn/ipad-pro-9-7-256gb-cu-4g-wifi,iPad Pro 9.7 256GB Cũ ( 4G/ Wifi ),,,,"8,690,000 VND",2 GB,12 MP,,256 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng",Apple A7,,,https://didongthongminh.vn/ipad-air-32gb-cu,iPad Air 32Gb Cũ (4G + Wifi),,,,"4,690,000 VND",1 GB,5.0 MP,,32 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng, Vàng",Apple A8,,,https://didongthongminh.vn/ipad-mini-4-64gb-cu-4g-wifi,iPad Mini 4 64G Cũ (4G + wifi),,,,"6,490,000 VND",2 GB,8.0 MP,,64 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Trắng, Vàng, Xám",Apple A8X,,,https://didongthongminh.vn/ipad-air-2-32gb-cu,iPad Air 2 32Gb Cũ (4G + Wifi),,,,"5,790,000 VND",2 GB,8.0 MP,,32 GB,,IPS LCD 9.7 inch Retina 2048×1536 pixel (264ppi),,,,,,
,"Đen, Trắng, Vàng","Apple A7, Dual-core 1.3 GHz Cyclone (ARM v8-based)","1.2 MP, 720p@30fps, face detection, FaceTime over Wi-Fi or Cellular",,https://didongthongminh.vn/ipad-mini-3-16g-moi-chua-kich-hoat-troi-bh-4g-wifi,iPad Mini 3 16GB Mới Chưa Kích hoạt trôi BH (4G/Wifi),,,,"6,290,000 VND",1 GB,5.0 MP,,16 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Đen, Trắng",Apple A7,,,https://didongthongminh.vn/ipad-mini-2-64gb-cu,iPad Mini 2 64Gb Cũ (4G + Wifi),,,,"4,590,000 VND",1 GB,5.0 MP,,64 GB,,"IPS LCD, 7.9"", Retina",,,,,,
,"Đen, Trắng, Vàng",Apple A12 Bionic (7 nm),,Apple GPU (4 nhân đồ hoạ),https://didongthongminh.vn/ipad-gen-8-10-2-2020-32gb-wifi-nguyen-seal-chinh-hang,iPad Gen 8 10.2″ 2020 32GB Wi-Fi,,,,"8,490,000 VND",3 GB,"HDR, panorama, 8.0 MP",,"32 GB, 128GB",,Retina IPS LCD 10.2 inch,,,,,,
,"Đen, Trắng, Vàng",Apple A12 Bionic (7 nm),,Apple GPU (4 nhân đồ hoạ),https://didongthongminh.vn/ipad-10-2-2020-32gb-4g-wi-fi,iPad Gen 8 10.2″ 2020 32GB 4G/Wifi – Chính Hãng Apple Việt Nam,,,,"11,690,000 VND",3 GB,"HDR, panorama, 8.0 MP",,"32 GB, 128GB",,Retina IPS LCD 10.2 inch,,,,,,
